Target;TargetType;TargetMethod;Job;JobMode;JobPlatform;JobJit;JobFramework;JobRuntime;Params;MeasurementLaunchIndex;MeasurementIterationMode;MeasurementIterationIndex;MeasurementNanoseconds;MeasurementOperations;MeasurementValue
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;IdleTarget;7;19294;8192;2.36
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;IdleTarget;8;19313;8192;2.36
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;IdleTarget;9;19297;8192;2.36
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;IdleTarget;10;19306;8192;2.36
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainWarmup;1;198907289;8192;24280.67
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainWarmup;2;206982703;8192;25266.44
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainWarmup;3;203297957;8192;24816.65
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainWarmup;4;205959116;8192;25141.49
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainWarmup;5;217818799;8192;26589.21
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;1;208980835;8192;25510.36
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;2;206133201;8192;25162.74
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;3;202155514;8192;24677.19
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;4;197755466;8192;24140.07
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;5;215592855;8192;26317.49
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;6;199226503;8192;24319.64
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;7;201650834;8192;24615.58
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;8;202044324;8192;24663.61
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;9;204661575;8192;24983.1
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;MainTarget;10;204844689;8192;25005.46
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;1;208961533.5;8192;25508
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;2;206113899.5;8192;25160.39
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;3;202136212.5;8192;24674.83
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;4;197736164.5;8192;24137.72
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;5;215573553.5;8192;26315.13
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;6;199207201.5;8192;24317.29
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;7;201631532.5;8192;24613.22
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;8;202025022.5;8192;24661.26
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;9;204642273.5;8192;24980.75
Md5VsSha256.Sha256;Md5VsSha256;Sha256;Core;Throughput;Host;Host;Host;Core;;2;Result;10;204825387.5;8192;25003.1
